-4.05e0 -4.05e0 -8.293e-2 -8.293e-2
-3.842308e0 -4.05e0 -8.408e-2 -8.408e-2
-3.6346161e0 -4.05e0 -8.487e-2 -8.487e-2
-3.4269241e0 -4.05e0 -8.521e-2 -8.521e-2
-3.2192322e0 -4.05e0 -8.506e-2 -8.506e-2
-3.0115402e0 -4.05e0 -8.435e-2 -8.435e-2
-2.8038483e0 -4.05e0 -8.304001e-2 -8.304001e-2
-2.5961563e0 -4.05e0 -8.104e-2 -8.104e-2
-2.3884644e0 -4.05e0 -7.834e-2 -7.834e-2
-2.1807724e0 -4.05e0 -7.487e-2 -7.487e-2
-1.9730804e0 -4.05e0 -7.065e-2 -7.065e-2
-1.7653885e0 -4.05e0 -6.566e-2 -6.566e-2
-1.5576965e0 -4.05e0 -5.995e-2 -5.995e-2
-1.3500046e0 -4.05e0 -5.353e-2 -5.353e-2
-1.1423126e0 -4.05e0 -4.648e-2 -4.648e-2
-9.346207e-1 -4.05e0 -3.883e-2 -3.883e-2
-7.269287e-1 -4.05e0 -3.073e-2 -3.073e-2
-5.192367e-1 -4.05e0 -2.223999e-2 -2.223999e-2
-3.115447e-1 -4.05e0 -1.345e-2 -1.345e-2
-1.0385269e-1 -4.05e0 -4.5e-3 -4.5e-3
1.0383931e-1 -4.05e0 4.5e-3 4.5e-3
3.1153131e-1 -4.05e0 1.344e-2 1.344e-2
5.1922331e-1 -4.05e0 2.223999e-2 2.223999e-2
7.2691531e-1 -4.05e0 3.073e-2 3.073e-2
9.3460732e-1 -4.05e0 3.884e-2 3.884e-2
1.14229932e0 -4.05e0 4.648e-2 4.648e-2
1.3499913e0 -4.05e0 5.353e-2 5.353e-2
1.5576833e0 -4.05e0 5.995e-2 5.995e-2
1.7653752e0 -4.05e0 6.566e-2 6.566e-2
1.9730672e0 -4.05e0 7.065e-2 7.065e-2
2.1807591e0 -4.05e0 7.486e-2 7.486e-2
2.3884511e0 -4.05e0 7.834e-2 7.834e-2
2.596143e0 -4.05e0 8.104e-2 8.104e-2
2.803835e0 -4.05e0 8.304001e-2 8.304001e-2
3.011527e0 -4.05e0 8.435e-2 8.435e-2
3.2192189e0 -4.05e0 8.506e-2 8.506e-2
3.4269109e0 -4.05e0 8.521e-2 8.521e-2
3.6346028e0 -4.05e0 8.487e-2 8.487e-2
